name,acn,role,date,state,abn,status,stem,in_stack,stack_has_bidco,is_bidco
ROCK HOLDCO PTY LTD,699010832,HOLDCO,12/06/2026,,True,REGD,ROCK,False,False,False
CI V BIDCO PTY LTD,698935018,BIDCO,10/06/2026,,True,REGD,CI V,True,True,True
TL AUS BIDCO PTY LTD,698905789,BIDCO,10/06/2026,,True,REGD,TL,False,False,True
TL AUS HOLDCO PTY LTD,698902804,HOLDCO,10/06/2026,,True,REGD,TL,False,False,False
BRINKWORTH FINCO PTY LTD,698890998,FINCO,10/06/2026,,True,REGD,BRINKWORTH,False,False,False
OPD CONSTRUCT HOLDCO PTY LTD,698889217,HOLDCO,09/06/2026,,True,REGD,OPD CONSTRUCT,False,False,False
MYRTLE FINCO PTY LTD,698886298,FINCO,09/06/2026,,True,REGD,MYRTLE,True,False,False
MYRTLE HOLDCO PTY LTD,698885764,HOLDCO,09/06/2026,,True,REGD,MYRTLE,True,False,False
GBCC FINCO PTY LTD,698773367,FINCO,05/06/2026,,True,REGD,GBCC,True,False,False
GBCC HOLDCO PTY LTD,698761312,HOLDCO,04/06/2026,,True,REGD,GBCC,True,False,False
SOMERSET INTERNATIONAL AUSTRALIA HOLDCO 1 PTY LTD,698741641,HOLDCO,04/06/2026,,True,REGD,SOMERSET INTERNATIONAL 1,False,False,False
KENNEDY HOLDCO PTY LTD,698737718,HOLDCO,04/06/2026,,True,REGD,KENNEDY,False,False,False
GANZ PARENTCO PTY LTD,698725816,PARENTCO,03/06/2026,,True,REGD,GANZ,True,False,False
GANZ MIDCO PTY LTD,698725058,MIDCO,03/06/2026,,True,REGD,GANZ,True,False,False
GANZ TOPCO PTY LTD,698724579,TOPCO,03/06/2026,,True,REGD,GANZ,True,False,False
BARINGS AUSTRALIA MARINA HOLDCO PTY LTD,698710459,HOLDCO,03/06/2026,,True,REGD,BARINGS MARINA,False,False,False
CLIVE HOLDCO PTY LTD,698681373,HOLDCO,02/06/2026,,True,REGD,CLIVE,False,False,False
IH BTM MIDCO PTY LIMITED,698625115,MIDCO,01/06/2026,,True,REGD,IH BTM,True,False,False
IH BTM HOLDCO PTY LIMITED,698618736,HOLDCO,01/06/2026,,True,REGD,IH BTM,True,False,False
MUSWELLBROOK MIDCO PTY LTD,698569247,MIDCO,29/05/2026,,True,REGD,MUSWELLBROOK,True,False,False
GOULD CREEK 2 MIDCO PTY LTD,698568919,MIDCO,29/05/2026,,True,REGD,GOULD CREEK 2,True,False,False
MUSWELLBROOK HOLDCO PTY LTD,698568071,HOLDCO,29/05/2026,,True,REGD,MUSWELLBROOK,True,False,False
GOULD CREEK 2 HOLDCO PTY LTD,698566719,HOLDCO,29/05/2026,,True,REGD,GOULD CREEK 2,True,False,False
APSLEY MIDCO PTY LTD,698558244,MIDCO,29/05/2026,,True,REGD,APSLEY,True,False,False
BANNABY HOLDCO PTY LTD,698554960,HOLDCO,29/05/2026,,True,REGD,BANNABY,True,False,False
APSLEY HOLDCO PTY LTD,698553963,HOLDCO,29/05/2026,,True,REGD,APSLEY,True,False,False
HOPE TOPCO PTY LTD,698547796,TOPCO,29/05/2026,,True,REGD,HOPE,False,False,False
DHYAN HOLDCO PTY LTD,698491397,HOLDCO,27/05/2026,,True,REGD,DHYAN,False,False,False
MAC FINCO PTY LTD,698490667,FINCO,27/05/2026,,True,REGD,MAC,False,False,False
MOORABBIN AIRPORT CORPORATION HOLDCO PTY LTD,698485424,HOLDCO,27/05/2026,,True,REGD,MOORABBIN AIRPORT CORPORATION,False,False,False
ZELORA HOLDCO PTY LTD,698333854,HOLDCO,22/05/2026,,True,REGD,ZELORA,True,False,False
ZELORA MEZZCO PTY LTD,698333229,MEZZCO,22/05/2026,,True,REGD,ZELORA,True,False,False
ZELORA TOPCO PTY LTD,698332240,TOPCO,22/05/2026,,True,REGD,ZELORA,True,False,False
HAMPTON PARK FINCO PTY LTD,698311750,FINCO,21/05/2026,,True,REGD,HAMPTON PARK,False,False,False
UNITY HOLDCO PTY LTD,698307881,HOLDCO,21/05/2026,,True,REGD,UNITY,False,False,False
RELAY BIDCO PTY LTD,698298118,BIDCO,21/05/2026,,True,REGD,RELAY,False,False,True
MARKAKIS HOLDCO PTY LTD,698290112,HOLDCO,21/05/2026,,True,REGD,MARKAKIS,False,False,False
CHAVIARAS HOLDCO PTY LTD,698289940,HOLDCO,21/05/2026,,True,REGD,CHAVIARAS,False,False,False
GALILEO BIDCO PTY LTD,698274609,BIDCO,20/05/2026,,True,REGD,GALILEO,True,True,True
GALILEO HOLDCO PTY LTD,698270905,HOLDCO,20/05/2026,,True,REGD,GALILEO,True,True,False
NEXTDC S7 HOLDINGS MIDCO PTY LTD,698258516,MIDCO,20/05/2026,,True,REGD,NEXTDC S7,False,False,False
NEXTDC S4 HOLDINGS MIDCO PTY LTD,698258507,MIDCO,20/05/2026,,True,REGD,NEXTDC S4,False,False,False
CREERA HOLDCO 4 PTY LTD,698256478,HOLDCO,20/05/2026,,True,REGD,CREERA 4,False,False,False
PEGASUS HOLD FINCO PTY LTD,698251393,FINCO,20/05/2026,,True,REGD,PEGASUS HOLD,False,False,False
STOCKEDGE KEMPS CREEK OPCO FINCO PTY LTD,698226470,FINCO,20/05/2026,,True,REGD,STOCKEDGE KEMPS CREEK OPCO,False,False,False
STOCKEDGE KEMPS CREEK HOLDCO PTY LTD,698224798,HOLDCO,19/05/2026,,True,REGD,STOCKEDGE KEMPS CREEK,False,False,False
FUSION BIDCO PTY LIMITED,698222481,BIDCO,19/05/2026,,True,REGD,FUSION,True,True,True
FUSION HOLDCO PTY LIMITED,698213455,HOLDCO,19/05/2026,,True,REGD,FUSION,True,True,False
PRAECO DEVCO FINCO PTY LTD,698205622,FINCO,19/05/2026,,True,REGD,PRAECO DEVCO,False,False,False
PRAECO FINCO PTY LTD,698205579,FINCO,19/05/2026,,True,REGD,PRAECO,False,False,False
SUPERNODE BESS 3 HOLDCO PTY LTD,698204974,HOLDCO,19/05/2026,,True,REGD,SUPERNODE BESS 3,False,False,False
TIG PYRMONT HOLDCO PTY LTD,698192639,HOLDCO,18/05/2026,,True,REGD,TIG PYRMONT,False,False,False
CTC&S HOLDCO PTY LTD,698184100,HOLDCO,18/05/2026,,True,REGD,CTC S,False,False,False
ARROW HOLDCO (VELO-1) PTY LTD,698164742,HOLDCO,18/05/2026,,True,REGD,ARROW VELO 1,False,False,False
ASIA LIVING WATTLE ST AUSTRALIA PTY LTD,698085906,,14/05/2026,,True,REGD,ASIA LIVING WATTLE ST,False,False,False
ASIA LIVING PROJECTS AUSTRALIA PTY LTD,698072918,,14/05/2026,,True,REGD,ASIA LIVING PROJECTS,False,False,False
ULTIMO UPPER HOLDCO PTY LTD,698069564,HOLDCO,14/05/2026,,True,REGD,ULTIMO UPPER,False,False,False
GREEK ST FINCO PTY LTD,698054741,FINCO,14/05/2026,,True,REGD,GREEK ST,False,False,False
ULTIMO FINCO PTY LTD,698052685,FINCO,14/05/2026,,True,REGD,ULTIMO,False,False,False
RENEWABLE PROJECT SERVICES HOLDCO PTY LTD,698030189,HOLDCO,13/05/2026,,True,REGD,RENEWABLE PROJECT SERVICES,False,False,False
NEXTDC M5 HOLDINGS MIDCO PTY LTD,697986477,MIDCO,12/05/2026,,True,REGD,NEXTDC M5,False,False,False
M BIDCO 2 PTY LTD,697957207,BIDCO,11/05/2026,,True,REGD,M 2,False,False,True
GOLDEN M TAHMOOR COAL HOLDINGS PTY LTD,697956791,,11/05/2026,,True,REGD,GOLDEN M TAHMOOR COAL,False,False,False
WATTLESTONE HOLDCO PTY LTD,697953487,HOLDCO,11/05/2026,,True,REGD,WATTLESTONE,False,False,False
SLTT TOPCO PTY LTD,697944906,TOPCO,11/05/2026,,True,REGD,SLTT,False,False,False
M BIDCO 2 HOLDINGS PTY LTD,697944406,BIDCO,11/05/2026,,True,REGD,M 2,False,False,True
M BIDCO 1 HOLDINGS PTY LTD,697944166,BIDCO,11/05/2026,,True,REGD,M 1,False,False,True
RJV BIDCO PTY LTD,697930948,BIDCO,11/05/2026,,True,REGD,RJV,False,False,True
RJV HOLDCO PTY LTD,697928055,HOLDCO,11/05/2026,,True,REGD,RJV,False,False,False
AETERNA SYSTEMS HOLDCO PTY LTD,697888574,HOLDCO,08/05/2026,,True,REGD,AETERNA SYSTEMS,False,False,False
TRE HOLDCO PTY LTD,697842854,HOLDCO,07/05/2026,,True,REGD,TRE,False,False,False
WALSHS HOLDCO PTY LTD,697835984,HOLDCO,07/05/2026,,True,REGD,WALSHS,False,False,False
TIG WATERLOO HOLDCO PTY LTD,697805360,HOLDCO,06/05/2026,,True,REGD,TIG WATERLOO,False,False,False
WEEKEND HUSTLER HOLDCO PTY LTD,697798360,HOLDCO,06/05/2026,,True,REGD,WEEKEND HUSTLER,False,False,False
RGC HAWTHORN FINCO PTY LTD,697792108,FINCO,06/05/2026,,True,REGD,RGC HAWTHORN,False,False,False
BWP HOLDCO PTY LTD,697776266,HOLDCO,05/05/2026,,True,REGD,BWP,False,False,False
THE REBATE MATES HOLDCO PTY LTD,697775018,HOLDCO,05/05/2026,,True,REGD,THE REBATE MATES,False,False,False
CURRAWONG HOLDCO LIMITED,697736762,HOLDCO,04/05/2026,,True,REGD,CURRAWONG,True,True,False
DWS HOLDCO PTY LTD,697723774,HOLDCO,04/05/2026,,True,REGD,DWS,False,False,False
COLLINS FINCO PTY LTD,697684423,FINCO,04/05/2026,,True,REGD,COLLINS,False,False,False
MCM HOLDCO PTY LTD,697677820,HOLDCO,01/05/2026,,True,REGD,MCM,False,False,False
RCBC CV HOLDCO PTY LTD,697676707,HOLDCO,01/05/2026,,True,REGD,RCBC CV,False,False,False
SKYSO HOLDCO PTY LTD,697670116,HOLDCO,01/05/2026,,True,REGD,SKYSO,False,False,False
BENDALONG HOLDCO PTY LTD,697668241,HOLDCO,01/05/2026,,True,REGD,BENDALONG,False,False,False
ELEVEN BIDCO AUS PTY LTD,697086810,BIDCO,01/05/2026,,True,REGD,ELEVEN,False,False,True
HNB MIDCO PTY LTD,697627231,MIDCO,30/04/2026,,True,REGD,HNB,False,False,False
TOTTENHAM FINCO PTY LTD,697623644,FINCO,30/04/2026,,True,REGD,TOTTENHAM,False,False,False
SYMPHONY FINCO PTY LTD,697623635,FINCO,30/04/2026,,True,REGD,SYMPHONY,False,False,False
ASIA LIVING GREEK ST AUSTRALIA PTY. LIMITED,697617486,,30/04/2026,,True,REGD,ASIA LIVING GREEK ST,False,False,False
ASIA LIVING ULTIMO AUSTRALIA PTY. LIMITED,697616943,,30/04/2026,,True,REGD,ASIA LIVING ULTIMO,False,False,False
FKA HOLDCO PTY LTD,697525554,HOLDCO,27/04/2026,,True,REGD,FKA,False,False,False
CURRAWONG BIDCO PTY LTD,697523578,BIDCO,27/04/2026,,True,REGD,CURRAWONG,True,True,True
VINOMOFO BIDCO PTY LTD,697519896,BIDCO,27/04/2026,,True,REGD,VINOMOFO,True,True,True
PACIFIC GREEN QUARTZ FINCO PTY LTD,697509050,FINCO,27/04/2026,,True,REGD,PACIFIC GREEN QUARTZ,False,False,False
LONGENICS MIDCO PTY LTD,697468901,MIDCO,24/04/2026,,True,REGD,LONGENICS,True,False,False
FANTASTIC GROUP BIDCO PTY LTD,697467100,BIDCO,24/04/2026,,True,REGD,FANTASTIC,True,True,True
FANTASTIC GROUP MIDCO PTY LTD,697466032,MIDCO,24/04/2026,,True,REGD,FANTASTIC,True,True,False
FANTASTIC GROUP HOLDCO PTY LTD,697465544,HOLDCO,24/04/2026,,True,REGD,FANTASTIC,True,True,False
LONGENICS HOLDCO PTY LTD,697464118,HOLDCO,24/04/2026,,True,REGD,LONGENICS,True,False,False
EPTEC INFRA HOLDCO PTY LTD,697459626,HOLDCO,24/04/2026,,True,REGD,EPTEC INFRA,True,False,False
EPTEC INFRA TOPCO PTY LTD,697459117,TOPCO,24/04/2026,,True,REGD,EPTEC INFRA,True,False,False
VINOMOFO HOLDCO PTY LTD,697455566,HOLDCO,24/04/2026,,True,REGD,VINOMOFO,True,True,False
ELLICH HOLDCO PTY LTD,697447840,HOLDCO,24/04/2026,,True,REGD,ELLICH,False,False,False
COSTGRID TECHNOLOGY BIDCO PTY LTD,697422236,BIDCO,23/04/2026,,True,REGD,COSTGRID TECHNOLOGY,True,True,True
COSTGRID TECHNOLOGY MIDCO PTY LTD,697421211,MIDCO,23/04/2026,,True,REGD,COSTGRID TECHNOLOGY,True,True,False
STOCKEDGE KEMPS CREEK PROPCO FINCO PTY LTD,697328340,FINCO,21/04/2026,,True,REGD,STOCKEDGE KEMPS CREEK PROPCO,False,False,False
PITT FINCO PTY LTD,697307369,FINCO,20/04/2026,,True,REGD,PITT,False,False,False
CDC SPV HOLDCO NO 7 PTY LTD,697303576,HOLDCO,20/04/2026,,True,REGD,CDC SPV,True,False,False
CDC SPV HOLDCO NO 6 PTY LTD,697303567,HOLDCO,20/04/2026,,True,REGD,CDC SPV,True,False,False
CDC SPV HOLDCO NO 5 PTY LTD,697303558,HOLDCO,20/04/2026,,True,REGD,CDC SPV,True,False,False
STRATUS HOLDCO PTY LTD,697245668,HOLDCO,17/04/2026,,True,REGD,STRATUS,False,False,False
FLATROCK BESS HOLDCO PTY LTD,697235617,HOLDCO,17/04/2026,,True,REGD,FLATROCK BESS,False,False,False
AUS BESS HOLDCO PTY LTD,697234307,HOLDCO,17/04/2026,,True,REGD,BESS,False,False,False
AUS GEN HOLDCO PTY LTD,697233891,HOLDCO,17/04/2026,,True,REGD,GEN,False,False,False
APOLLO AUSTRALIA BIDCO PTY LTD,697230096,BIDCO,17/04/2026,,True,REGD,APOLLO,True,True,True
APOLLO AUSTRALIA HOLDCO PTY LTD,697223484,HOLDCO,17/04/2026,,True,REGD,APOLLO,True,True,False
PROSPER FINCO SPV 1 PTY LTD,697211224,FINCO,17/04/2026,,True,REGD,PROSPER SPV 1,False,False,False
1 GOODFELLOWS ROAD KALLANGUR HOLDCO PTY LTD,697171725,HOLDCO,15/04/2026,,True,REGD,1 GOODFELLOWS ROAD KALLANGUR,False,False,False
15 ARMSTRONG STREET PETRIE HOLDCO PTY LTD,697171636,HOLDCO,15/04/2026,,True,REGD,15 ARMSTRONG STREET PETRIE,False,False,False
CDC SPV HOLDCO NO 4 PTY LTD,697170755,HOLDCO,15/04/2026,,True,REGD,CDC SPV,True,False,False
CDC SPV HOLDCO NO 3 PTY LTD,697170657,HOLDCO,15/04/2026,,True,REGD,CDC SPV,True,False,False
PRAHRAN HOLDCO PTY LTD,697131249,HOLDCO,14/04/2026,,True,REGD,PRAHRAN,False,False,False
MILTONISE INVESTMENTS HOLDCO PTY LTD,697118951,HOLDCO,14/04/2026,,True,REGD,MILTONISE INVESTMENTS,False,False,False
KEYSTONE EDUCATION BIDCO PTY LTD,697103772,BIDCO,14/04/2026,,True,REGD,KEYSTONE EDUCATION,False,False,True
AIRTRUNK SYD2 EXP HOLDCO PTY LIMITED,697086543,HOLDCO,13/04/2026,,True,REGD,AIRTRUNK SYD2 EXP,False,False,False
PAPILLON FINCO PTY LTD,697074445,FINCO,13/04/2026,,True,REGD,PAPILLON,False,False,False
QUARTERDECK HOLDCO PTY LTD,697070358,HOLDCO,13/04/2026,,True,REGD,QUARTERDECK,False,False,False
HTFS HOLDCO PTY LTD,696957132,HOLDCO,08/04/2026,,True,REGD,HTFS,False,False,False
PROJECT EVE HOLDCO PTY LTD,696935770,HOLDCO,08/04/2026,,True,REGD,PROJECT EVE,False,False,False
BROADMEADOWS FINCO PTY LTD,696933347,FINCO,08/04/2026,,True,REGD,BROADMEADOWS,False,False,False
GP ENERGY (KLG) FINCO PTY LTD,696123850,FINCO,08/04/2026,,True,REGD,GP ENERGY KLG,False,False,False
WISDOM BIDCO PTY LTD,696888730,BIDCO,07/04/2026,,True,REGD,WISDOM,True,True,True
WISDOM MIDCO PTY LTD,696888712,MIDCO,07/04/2026,,True,REGD,WISDOM,True,True,False
WISDOM HOLDCO PTY LTD,696888678,HOLDCO,07/04/2026,,True,REGD,WISDOM,True,True,False
WISDOM TOPCO PTY LTD,696888552,TOPCO,07/04/2026,,True,REGD,WISDOM,True,True,False
ANVIL AU HOLDCO PTY LTD,696812192,HOLDCO,02/04/2026,,True,REGD,ANVIL,False,False,False
STORAGE TECH HOLDCO PTY LTD,696761341,HOLDCO,01/04/2026,,True,REGD,STORAGE TECH,False,False,False
ICOP FINCO PTY LIMITED,696741590,FINCO,31/03/2026,,True,REGD,ICOP,False,False,False
AXIS HOLDCO PTY LTD,696717478,HOLDCO,31/03/2026,,True,REGD,AXIS,False,False,False
IRIDIUM HOLDCO PTY LTD,696716248,HOLDCO,30/03/2026,,True,REGD,IRIDIUM,False,False,False
SOF-13 OSCAR FINCO PTY LTD,696694532,FINCO,30/03/2026,,True,REGD,SOF 13 OSCAR,False,False,False
TRIMARK FINANCIAL HOLDCO PTY LTD,696683904,HOLDCO,30/03/2026,,True,REGD,TRIMARK FINANCIAL,False,False,False
BEY PROPERTY GROUP FINCO PTY LTD,696637500,FINCO,27/03/2026,,True,REGD,BEY PROPERTY,True,False,False
BEY PROPERTY GROUP HOLDCO PTY LTD,696626883,HOLDCO,27/03/2026,,True,REGD,BEY PROPERTY,True,False,False
STINGRAY BIDCO PTY LTD,696615737,BIDCO,27/03/2026,,True,REGD,STINGRAY,True,True,True
STINGRAY FINCO PTY LTD,696614472,FINCO,27/03/2026,,True,REGD,STINGRAY,True,True,False
STINGRAY HOLDCO PTY LTD,696614187,HOLDCO,27/03/2026,,True,REGD,STINGRAY,True,True,False
ARROW HOLDCO (NUTRIVERT) PTY LTD,696568242,HOLDCO,26/03/2026,,True,REGD,ARROW NUTRIVERT,False,False,False
TUGUN BUYER MIDCO PTY LTD,696537890,MIDCO,25/03/2026,,True,REGD,TUGUN BUYER,True,False,False
TUGUN BUYER HOLDCO PTY LTD,696515287,HOLDCO,24/03/2026,,True,REGD,TUGUN BUYER,True,False,False
ADVENT MANAGER HOLDCO AP4 PTY LTD,696447711,HOLDCO,23/03/2026,,True,REGD,ADVENT MANAGER AP4,False,False,False
CEN (I&L) INTERLINK FINCO PTY LTD,696372559,FINCO,19/03/2026,,True,REGD,CEN I L INTERLINK,False,False,False
UIRA AHO TOPCO PTY LTD,696360862,TOPCO,19/03/2026,,True,REGD,UIRA AHO,False,False,False
